cell_id,material_id,centroid_x,centroid_y,radial_distance_from_origin_m,within_approx_1p5m_center_support,current_log10_k_geom_m2,ert_ready_support_lookup_count,inside_ert_ready_support_cells,bcdma32_nearest_distance_m,bcdma32_distance_along_m,bcdma33_nearest_distance_m,bcdma33_distance_along_m
30,1,-0.2280438422657215,-1.17920331016515,1.2010513896997748,True,-18.96392567948882,0,False,1.1638954672897883,0.0,0.59893113361081,0.0
31,1,-0.6648730132228831,-1.1038644718547166,1.288632180234208,True,-18.935237319666765,0,False,0.8328474835815186,0.0,1.0210196702743977,0.0
32,1,0.10947665990583083,-1.1493172772754734,1.1545195290284371,True,-18.931250112951574,0,False,1.4109083925214905,0.0,0.2676226950886722,0.023543292365815652
33,1,-0.9244420576314344,-0.8084630580270952,1.2280902385868728,True,-18.93706144733317,1,True,0.4558735223207287,0.0,1.2989255041124086,0.0
34,1,-0.9165372066588525,-0.792856824257904,1.2118838207362705,True,-18.930230030022965,0,False,0.4438187167194538,0.0,1.2940125474723712,0.0
35,1,-0.6713720111741739,-1.1178088653635665,1.3039313773636398,True,-18.93608473177593,1,True,0.8419417102323354,0.0,1.0284920601100083,0.0
36,1,1.0102959514015304,0.8469111325582199,1.318315734514828,True,-19.41155663466816,0,False,2.4145725670572564,0.0,1.9959740354165088,0.0
37,1,0.9554028832437678,-0.8304053043152453,1.2658466094852883,True,-18.987249988891044,1,True,2.0767203095184663,0.0,0.636214564746213,0.004198278477564542
38,1,1.0199701442364824,0.859479441505803,1.3338080842103626,True,-19.40601369830794,1,True,2.429289364671308,0.0,2.0110306250718075,0.0
39,1,0.8775293939565617,0.980922962232866,1.3161564098136176,True,-19.362331305793933,0,False,2.3750878910088344,0.0,2.0857759623708945,0.0
40,1,0.8853587794910321,0.9965953927501179,1.3330650941618012,True,-19.35798754608943,1,True,2.3904859720007376,0.0,2.1029149606741013,0.0
41,1,-0.5534967949761832,-1.1902154429413616,1.312620090759321,True,-18.94502811352552,0,False,0.9641365629392066,0.0,0.9201846928659674,0.0
42,1,0.23123998768998813,-1.1794021301476398,1.2018574443350827,True,-18.9360891792786,0,False,1.5298350820259137,0.0,0.1628020566633447,0.09242028508122672
43,1,1.1003411457808465,-0.6701319989762714,1.2883429408159301,True,-19.121506688729646,2,True,2.1912410665154427,0.0,0.8320927458172344,0.0
44,1,1.1082456745011884,-0.6871141582949901,1.3039686888802302,True,-19.114850077086018,0,False,2.2014038898704684,0.0,0.8318836346311973,0.0
45,1,0.1973368249044303,-1.2105127454887201,1.2264921236820074,True,-18.954776341063294,0,False,1.517937953229777,0.0,0.2051235460824496,0.11048091538897901
46,1,0.21039643814751766,-1.220615700793377,1.238615900999365,True,-18.95924203434053,0,False,1.5344008310804347,0.0,0.19616853906460224,0.1243528674238305
47,1,-0.5163609221429897,1.1188903978059883,1.2322923046983623,True,-19.329791779519027,0,False,1.5953300046686234,0.0,2.3259683382478613,0.0
48,1,-0.5648356148477092,-1.20375094870392,1.3296825253818962,True,-18.944677177763186,1,True,0.969613166795471,0.0,0.9336757253393361,0.0
49,1,0.20875317662077034,-1.2397566860807114,1.25720902376299,True,-18.96956880785706,0,False,1.5436463133491707,0.0,0.20408561489096835,0.14185708224697569
50,1,-0.3798314348560037,-1.2551453297241384,1.3113587295752016,True,-18.971568905700813,1,True,1.117750805137377,0.0,0.7652843941937414,0.0
51,1,-0.3901755420588023,-1.2418972395370749,1.3017471748349168,True,-18.968306364358774,0,False,1.1009428307761002,0.0,0.7716046399475748,0.0
52,1,0.31739408597529967,1.2858422389053665,1.3244354530007347,True,-19.308543698660113,1,True,2.166265616372674,0.0,2.3242189293834095,0.0
53,1,0.8401303653380309,-0.7409315360418036,1.1201779197360926,True,-18.96676939902765,0,False,1.9456820808981372,0.0,0.5697365119271944,0.0
54,1,-0.8972628158442878,-0.9523574534593,1.3084591242588752,True,-18.954332550389832,0,False,0.6012106328792188,0.0,1.2542219578344176,0.0
55,1,0.332081910446593,1.2972843911454366,1.3391135824699283,True,-19.312924341276272,1,True,2.184466389092378,0.0,2.335475483917289,0.0
56,1,1.0990208368028982,0.7005739902780309,1.3033229513750708,True,-19.478817379173503,0,False,2.4229406374467994,0.0,1.891550486950881,0.0
57,1,-0.13141285229539032,-1.1878601077328232,1.1951070969965178,True,-18.965864334234503,0,False,1.2413314635101225,0.0,0.5080180006643896,0.0
58,1,-0.12504095355924502,-1.1758653227042266,1.1824950305203485,True,-18.96111018814514,0,False,1.2383896113634643,0.0,0.49848517096759787,0.0
59,1,1.0823472977198183,0.692074119378813,1.284695395646514,True,-19.48254162662453,1,True,2.404226609612004,0.0,1.8772089079264367,0.0
60,1,-0.6043577295155381,1.0036510519939883,1.1715646373093616,True,-19.269603560380187,1,True,1.4572985045443567,0.0,2.255481586570151,0.0
61,1,0.4146672490655016,1.2296043764104818,1.2976424199044052,True,-19.304326784632682,0,False,2.1882553668161804,0.0,2.2685030547518177,0.0
62,1,0.05187648614610957,-1.1847061792982383,1.1858414316772277,True,-18.95343539527521,0,False,1.3834353485867483,0.0,0.33371479856103986,0.037755549826359446
63,1,-0.9126398212821382,-0.9641079193996637,1.3275599887157798,True,-18.95933800211734,2,True,0.6081623832356506,0.011973281642930206,1.268824116526513,0.0
64,1,1.0077538333037126,-0.8385544394910078,1.3110077560901023,True,-19.00520891049709,0,False,2.129590094683404,0.0,0.6828731238952558,0.02929826322710109
65,1,-0.00815630686073164,-1.2513404478006633,1.2513670291499497,True,-18.98721676367805,0,False,1.3765020261993133,0.0,0.41249499908475035,0.0806244427500108
66,1,0.8189907427455628,-0.8877878332107468,1.2078547402316064,True,-18.923700308608986,1,True,1.9580137653643097,0.0,0.48848267437594767,0.01293413936089891
67,1,0.4180897890840815,1.2525901818663967,1.3205230915983501,True,-19.30959619929293,1,True,2.2074926547873535,0.0,2.291573856149151,0.0
68,1,0.978831681637833,0.774649400186923,1.248276072905312,True,-19.440955942149454,0,False,2.3512816217890293,0.0,1.9173939019527562,0.0
69,1,0.9634109142606476,0.771946714950292,1.2345291897881898,True,-19.44076364697068,0,False,2.3365188675799122,0.0,1.9098628190876983,0.0
70,1,0.45194336325311135,-1.1634983975244868,1.2481912211799049,True,-18.92175485007999,0,False,1.7142725331787234,0.0,0.05062222102390269,0.15084105527456215
71,1,0.45299211721818805,-1.1475315739750866,1.2337060312455137,True,-18.91373265529625,0,False,1.7079404773556695,0.0,0.05692273763034973,0.13613245814129243
72,1,0.7475623946977561,-1.06921594138083,1.3046349157021433,True,-18.91862005859529,1,True,1.9460749530907913,0.0,0.36076883338702564,0.16026825679087547
73,1,0.9504753035847253,-0.6691775424612243,1.1624120982073953,True,-19.05277132614663,0,False,2.0426852733849037,0.0,0.7013180696314243,0.0
74,1,1.0226808966748184,-0.5766404407362821,1.1740487274028042,True,-19.14467488237103,0,False,2.1033754984909643,0.0,0.8124245189566301,0.0
75,1,1.0053583811002718,-0.5698052568691478,1.1556052549224043,True,-19.140432218950455,0,False,2.0854884482083076,0.0,0.8021988323291248,0.0
76,1,1.0123425397135133,-0.8728494286970618,1.336676304454595,True,-18.996988241857295,0,False,2.1417512795655296,0.0,0.6757919892445503,0.06316653810518254
77,1,-0.7846171228104817,-0.9116031064594061,1.2027652527047155,True,-18.92204729134932,0,False,0.6066948967266933,0.0,1.1456465185121472,0.0
78,1,0.9918473310964441,-0.7493442210274485,1.2430920681069333,True,-19.032766177188414,0,False,2.0963900389626775,0.0,0.700135259118685,0.0
79,1,-0.7812338030857924,-0.8985219349461965,1.1906586087805973,True,-18.91844599993811,0,False,0.5968333485160165,0.0,1.1438063056707146,0.0
80,1,0.9644119863800121,-0.6451691828619187,1.1603162301666545,True,-19.072970289421086,0,False,2.053204267398272,0.0,0.7259177601330069,0.0
81,1,-0.7475950144583271,0.8780722333271952,1.1532168714440292,True,-19.204401590123993,0,False,1.2959736404385072,0.0,2.2102575135450895,0.0
